conductor,insulation,method,cores,size_mm2,amps,source
Al,XLPE,B1,2,50,157,"IEC 60364-5-52:2009 Table B.52.3, method B1, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,B2,2,50,138,"IEC 60364-5-52:2009 Table B.52.3, method B2, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,C,2,50,154,"IEC 60364-5-52:2009 Table B.52.3, method C, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,D1,2,50,128,"IEC 60364-5-52:2009 Table B.52.3, method D1, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,D2,2,50,139,"IEC 60364-5-52:2009 Table B.52.3, method D2, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,A1,2,70,158,"IEC 60364-5-52:2009 Table B.52.3, method A1, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,A2,2,70,145,"IEC 60364-5-52:2009 Table B.52.3, method A2, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,B1,2,70,200,"IEC 60364-5-52:2009 Table B.52.3, method B1, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,B2,2,70,175,"IEC 60364-5-52:2009 Table B.52.3, method B2, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,C,2,70,198,"IEC 60364-5-52:2009 Table B.52.3, method C, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,D1,2,70,158,"IEC 60364-5-52:2009 Table B.52.3, method D1, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,D2,2,70,170,"IEC 60364-5-52:2009 Table B.52.3, method D2, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,A1,2,95,191,"IEC 60364-5-52:2009 Table B.52.3, method A1, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,A2,2,95,175,"IEC 60364-5-52:2009 Table B.52.3, method A2, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,B1,2,95,242,"IEC 60364-5-52:2009 Table B.52.3, method B1, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,B2,2,95,210,"IEC 60364-5-52:2009 Table B.52.3, method B2, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,C,2,95,241,"IEC 60364-5-52:2009 Table B.52.3, method C, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,D1,2,95,186,"IEC 60364-5-52:2009 Table B.52.3, method D1, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,D2,2,95,204,"IEC 60364-5-52:2009 Table B.52.3, method D2, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,A1,2,120,220,"IEC 60364-5-52:2009 Table B.52.3, method A1, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,A2,2,120,201,"IEC 60364-5-52:2009 Table B.52.3, method A2, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,B1,2,120,281,"IEC 60364-5-52:2009 Table B.52.3, method B1, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,B2,2,120,242,"IEC 60364-5-52:2009 Table B.52.3, method B2, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,C,2,120,280,"IEC 60364-5-52:2009 Table B.52.3, method C, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,D1,2,120,211,"IEC 60364-5-52:2009 Table B.52.3, method D1, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,D2,2,120,233,"IEC 60364-5-52:2009 Table B.52.3, method D2, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,A1,2,150,253,"IEC 60364-5-52:2009 Table B.52.3, method A1, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,A2,2,150,230,"IEC 60364-5-52:2009 Table B.52.3, method A2, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,B1,2,150,307,"IEC 60364-5-52:2009 Table B.52.3, method B1, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,B2,2,150,261,"IEC 60364-5-52:2009 Table B.52.3, method B2, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,C,2,150,324,"IEC 60364-5-52:2009 Table B.52.3, method C, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,D1,2,150,238,"IEC 60364-5-52:2009 Table B.52.3, method D1, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,D2,2,150,261,"IEC 60364-5-52:2009 Table B.52.3, method D2, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,A1,2,185,288,"IEC 60364-5-52:2009 Table B.52.3, method A1, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,A2,2,185,262,"IEC 60364-5-52:2009 Table B.52.3, method A2, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,B1,2,185,351,"IEC 60364-5-52:2009 Table B.52.3, method B1, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,B2,2,185,300,"IEC 60364-5-52:2009 Table B.52.3, method B2, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,C,2,185,371,"IEC 60364-5-52:2009 Table B.52.3, method C, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,D1,2,185,267,"IEC 60364-5-52:2009 Table B.52.3, method D1, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,D2,2,185,296,"IEC 60364-5-52:2009 Table B.52.3, method D2, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,A1,2,240,338,"IEC 60364-5-52:2009 Table B.52.3, method A1, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,A2,2,240,307,"IEC 60364-5-52:2009 Table B.52.3, method A2, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,B1,2,240,412,"IEC 60364-5-52:2009 Table B.52.3, method B1, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,B2,2,240,358,"IEC 60364-5-52:2009 Table B.52.3, method B2, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,C,2,240,439,"IEC 60364-5-52:2009 Table B.52.3, method C, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,D1,2,240,307,"IEC 60364-5-52:2009 Table B.52.3, method D1, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,D2,2,240,343,"IEC 60364-5-52:2009 Table B.52.3, method D2, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,A1,2,300,387,"IEC 60364-5-52:2009 Table B.52.3, method A1, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,A2,2,300,352,"IEC 60364-5-52:2009 Table B.52.3, method A2, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,B1,2,300,471,"IEC 60364-5-52:2009 Table B.52.3, method B1, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,B2,2,300,415,"IEC 60364-5-52:2009 Table B.52.3, method B2, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,C,2,300,508,"IEC 60364-5-52:2009 Table B.52.3, method C, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,D1,2,300,346,"IEC 60364-5-52:2009 Table B.52.3, method D1, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Al,XLPE,D2,2,300,386,"IEC 60364-5-52:2009 Table B.52.3, method D2, values as reproduced in IS 732:2019 Table 22; IEC table number by the consistent IS-to-IEC numbering"
Cu,PVC,A1,3,1.5,13.5,"IEC 60364-5-52:2009 Table B.52.4, method A1, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,A2,3,1.5,13,"IEC 60364-5-52:2009 Table B.52.4, method A2, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,B1,3,1.5,15.5,"IEC 60364-5-52:2009 Table B.52.4, method B1, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,B2,3,1.5,15,"IEC 60364-5-52:2009 Table B.52.4, method B2, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,C,3,1.5,17.5,"IEC 60364-5-52:2009 Table B.52.4, method C, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,D1,3,1.5,18,"IEC 60364-5-52:2009 Table B.52.4, method D1, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,D2,3,1.5,19,"IEC 60364-5-52:2009 Table B.52.4, method D2, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,A1,3,2.5,18,"IEC 60364-5-52:2009 Table B.52.4, method A1, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,A2,3,2.5,17.5,"IEC 60364-5-52:2009 Table B.52.4, method A2, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,B1,3,2.5,21,"IEC 60364-5-52:2009 Table B.52.4, method B1, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,B2,3,2.5,20,"IEC 60364-5-52:2009 Table B.52.4, method B2, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,C,3,2.5,24,"IEC 60364-5-52:2009 Table B.52.4, method C, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,D1,3,2.5,24,"IEC 60364-5-52:2009 Table B.52.4, method D1, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,D2,3,2.5,24,"IEC 60364-5-52:2009 Table B.52.4, method D2, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,A1,3,4,24,"IEC 60364-5-52:2009 Table B.52.4, method A1, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,A2,3,4,23,"IEC 60364-5-52:2009 Table B.52.4, method A2, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,B1,3,4,28,"IEC 60364-5-52:2009 Table B.52.4, method B1, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,B2,3,4,27,"IEC 60364-5-52:2009 Table B.52.4, method B2, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,C,3,4,32,"IEC 60364-5-52:2009 Table B.52.4, method C, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,D1,3,4,30,"IEC 60364-5-52:2009 Table B.52.4, method D1, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,D2,3,4,33,"IEC 60364-5-52:2009 Table B.52.4, method D2, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,A1,3,6,31,"IEC 60364-5-52:2009 Table B.52.4, method A1, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,A2,3,6,29,"IEC 60364-5-52:2009 Table B.52.4, method A2, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,B1,3,6,36,"IEC 60364-5-52:2009 Table B.52.4, method B1, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,B2,3,6,34,"IEC 60364-5-52:2009 Table B.52.4, method B2, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,C,3,6,41,"IEC 60364-5-52:2009 Table B.52.4, method C, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,D1,3,6,38,"IEC 60364-5-52:2009 Table B.52.4, method D1, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,D2,3,6,41,"IEC 60364-5-52:2009 Table B.52.4, method D2, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,A1,3,10,42,"IEC 60364-5-52:2009 Table B.52.4, method A1, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,A2,3,10,39,"IEC 60364-5-52:2009 Table B.52.4, method A2, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,B1,3,10,50,"IEC 60364-5-52:2009 Table B.52.4, method B1, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,B2,3,10,46,"IEC 60364-5-52:2009 Table B.52.4, method B2, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,C,3,10,57,"IEC 60364-5-52:2009 Table B.52.4, method C, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,D1,3,10,50,"IEC 60364-5-52:2009 Table B.52.4, method D1, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,D2,3,10,54,"IEC 60364-5-52:2009 Table B.52.4, method D2, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,A1,3,16,56,"IEC 60364-5-52:2009 Table B.52.4, method A1, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,A2,3,16,52,"IEC 60364-5-52:2009 Table B.52.4, method A2, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,B1,3,16,68,"IEC 60364-5-52:2009 Table B.52.4, method B1, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,B2,3,16,62,"IEC 60364-5-52:2009 Table B.52.4, method B2, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,C,3,16,76,"IEC 60364-5-52:2009 Table B.52.4, method C, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,D1,3,16,64,"IEC 60364-5-52:2009 Table B.52.4, method D1, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,D2,3,16,70,"IEC 60364-5-52:2009 Table B.52.4, method D2, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,A1,3,25,73,"IEC 60364-5-52:2009 Table B.52.4, method A1, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,A2,3,25,68,"IEC 60364-5-52:2009 Table B.52.4, method A2, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,B1,3,25,89,"IEC 60364-5-52:2009 Table B.52.4, method B1, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,B2,3,25,80,"IEC 60364-5-52:2009 Table B.52.4, method B2, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,C,3,25,96,"IEC 60364-5-52:2009 Table B.52.4, method C, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,D1,3,25,82,"IEC 60364-5-52:2009 Table B.52.4, method D1, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,D2,3,25,92,"IEC 60364-5-52:2009 Table B.52.4, method D2, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,A1,3,35,89,"IEC 60364-5-52:2009 Table B.52.4, method A1, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,A2,3,35,83,"IEC 60364-5-52:2009 Table B.52.4, method A2, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,B1,3,35,110,"IEC 60364-5-52:2009 Table B.52.4, method B1, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,B2,3,35,99,"IEC 60364-5-52:2009 Table B.52.4, method B2, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,C,3,35,119,"IEC 60364-5-52:2009 Table B.52.4, method C, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,D1,3,35,98,"IEC 60364-5-52:2009 Table B.52.4, method D1, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,D2,3,35,110,"IEC 60364-5-52:2009 Table B.52.4, method D2, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,A1,3,50,108,"IEC 60364-5-52:2009 Table B.52.4, method A1, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,A2,3,50,99,"IEC 60364-5-52:2009 Table B.52.4, method A2, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,B1,3,50,134,"IEC 60364-5-52:2009 Table B.52.4, method B1, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,B2,3,50,118,"IEC 60364-5-52:2009 Table B.52.4, method B2, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,C,3,50,144,"IEC 60364-5-52:2009 Table B.52.4, method C, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,D1,3,50,116,"IEC 60364-5-52:2009 Table B.52.4, method D1, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,D2,3,50,130,"IEC 60364-5-52:2009 Table B.52.4, method D2, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,A1,3,70,136,"IEC 60364-5-52:2009 Table B.52.4, method A1, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,A2,3,70,125,"IEC 60364-5-52:2009 Table B.52.4, method A2, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,B1,3,70,171,"IEC 60364-5-52:2009 Table B.52.4, method B1, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,B2,3,70,149,"IEC 60364-5-52:2009 Table B.52.4, method B2, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,C,3,70,184,"IEC 60364-5-52:2009 Table B.52.4, method C, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,D1,3,70,143,"IEC 60364-5-52:2009 Table B.52.4, method D1, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,D2,3,70,162,"IEC 60364-5-52:2009 Table B.52.4, method D2, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,A1,3,95,164,"IEC 60364-5-52:2009 Table B.52.4, method A1, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,A2,3,95,150,"IEC 60364-5-52:2009 Table B.52.4, method A2, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,B1,3,95,207,"IEC 60364-5-52:2009 Table B.52.4, method B1, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,B2,3,95,179,"IEC 60364-5-52:2009 Table B.52.4, method B2, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,C,3,95,223,"IEC 60364-5-52:2009 Table B.52.4, method C, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,D1,3,95,169,"IEC 60364-5-52:2009 Table B.52.4, method D1, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,D2,3,95,193,"IEC 60364-5-52:2009 Table B.52.4, method D2, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,A1,3,120,188,"IEC 60364-5-52:2009 Table B.52.4, method A1, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,A2,3,120,172,"IEC 60364-5-52:2009 Table B.52.4, method A2, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,B1,3,120,239,"IEC 60364-5-52:2009 Table B.52.4, method B1, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,B2,3,120,206,"IEC 60364-5-52:2009 Table B.52.4, method B2, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,C,3,120,259,"IEC 60364-5-52:2009 Table B.52.4, method C, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,D1,3,120,192,"IEC 60364-5-52:2009 Table B.52.4, method D1, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,D2,3,120,220,"IEC 60364-5-52:2009 Table B.52.4, method D2, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,A1,3,150,216,"IEC 60364-5-52:2009 Table B.52.4, method A1, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,A2,3,150,196,"IEC 60364-5-52:2009 Table B.52.4, method A2, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,B1,3,150,262,"IEC 60364-5-52:2009 Table B.52.4, method B1, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,B2,3,150,225,"IEC 60364-5-52:2009 Table B.52.4, method B2, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,C,3,150,299,"IEC 60364-5-52:2009 Table B.52.4, method C, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,D1,3,150,217,"IEC 60364-5-52:2009 Table B.52.4, method D1, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,D2,3,150,246,"IEC 60364-5-52:2009 Table B.52.4, method D2, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,A1,3,185,245,"IEC 60364-5-52:2009 Table B.52.4, method A1, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,A2,3,185,223,"IEC 60364-5-52:2009 Table B.52.4, method A2, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,B1,3,185,296,"IEC 60364-5-52:2009 Table B.52.4, method B1, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,B2,3,185,255,"IEC 60364-5-52:2009 Table B.52.4, method B2, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,C,3,185,341,"IEC 60364-5-52:2009 Table B.52.4, method C, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,D1,3,185,243,"IEC 60364-5-52:2009 Table B.52.4, method D1, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,D2,3,185,278,"IEC 60364-5-52:2009 Table B.52.4, method D2, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,A1,3,240,286,"IEC 60364-5-52:2009 Table B.52.4, method A1, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,A2,3,240,261,"IEC 60364-5-52:2009 Table B.52.4, method A2, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,B1,3,240,346,"IEC 60364-5-52:2009 Table B.52.4, method B1, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,B2,3,240,297,"IEC 60364-5-52:2009 Table B.52.4, method B2, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,C,3,240,403,"IEC 60364-5-52:2009 Table B.52.4, method C, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,D1,3,240,280,"IEC 60364-5-52:2009 Table B.52.4, method D1, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,D2,3,240,320,"IEC 60364-5-52:2009 Table B.52.4, method D2, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,A1,3,300,328,"IEC 60364-5-52:2009 Table B.52.4, method A1, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,A2,3,300,298,"IEC 60364-5-52:2009 Table B.52.4, method A2, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,B1,3,300,394,"IEC 60364-5-52:2009 Table B.52.4, method B1, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,B2,3,300,339,"IEC 60364-5-52:2009 Table B.52.4, method B2, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,C,3,300,464,"IEC 60364-5-52:2009 Table B.52.4, method C, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,D1,3,300,316,"IEC 60364-5-52:2009 Table B.52.4, method D1, values as reproduced in IS 732:2019 Table 23"
Cu,PVC,D2,3,300,359,"IEC 60364-5-52:2009 Table B.52.4, method D2, values as reproduced in IS 732:2019 Table 23"
Al,PVC,A1,3,2.5,14,"IEC 60364-5-52:2009 Table B.52.4, method A1, values as reproduced in IS 732:2019 Table 23"
Al,PVC,A2,3,2.5,13.5,"IEC 60364-5-52:2009 Table B.52.4, method A2, values as reproduced in IS 732:2019 Table 23"
Al,PVC,B1,3,2.5,16.5,"IEC 60364-5-52:2009 Table B.52.4, method B1, values as reproduced in IS 732:2019 Table 23"
Al,PVC,B2,3,2.5,15.5,"IEC 60364-5-52:2009 Table B.52.4, method B2, values as reproduced in IS 732:2019 Table 23"
Al,PVC,C,3,2.5,18.5,"IEC 60364-5-52:2009 Table B.52.4, method C, values as reproduced in IS 732:2019 Table 23"
Al,PVC,D1,3,2.5,18.5,"IEC 60364-5-52:2009 Table B.52.4, method D1, values as reproduced in IS 732:2019 Table 23"
Al,PVC,A1,3,4,18.5,"IEC 60364-5-52:2009 Table B.52.4, method A1, values as reproduced in IS 732:2019 Table 23"
Al,PVC,A2,3,4,17.5,"IEC 60364-5-52:2009 Table B.52.4, method A2, values as reproduced in IS 732:2019 Table 23"
Al,PVC,B1,3,4,22,"IEC 60364-5-52:2009 Table B.52.4, method B1, values as reproduced in IS 732:2019 Table 23"
Al,PVC,B2,3,4,21,"IEC 60364-5-52:2009 Table B.52.4, method B2, values as reproduced in IS 732:2019 Table 23"
Al,PVC,C,3,4,25,"IEC 60364-5-52:2009 Table B.52.4, method C, values as reproduced in IS 732:2019 Table 23"
Al,PVC,D1,3,4,24,"IEC 60364-5-52:2009 Table B.52.4, method D1, values as reproduced in IS 732:2019 Table 23"
Al,PVC,A1,3,6,24,"IEC 60364-5-52:2009 Table B.52.4, method A1, values as reproduced in IS 732:2019 Table 23"
Al,PVC,A2,3,6,23,"IEC 60364-5-52:2009 Table B.52.4, method A2, values as reproduced in IS 732:2019 Table 23"
Al,PVC,B1,3,6,28,"IEC 60364-5-52:2009 Table B.52.4, method B1, values as reproduced in IS 732:2019 Table 23"
Al,PVC,B2,3,6,27,"IEC 60364-5-52:2009 Table B.52.4, method B2, values as reproduced in IS 732:2019 Table 23"
Al,PVC,C,3,6,32,"IEC 60364-5-52:2009 Table B.52.4, method C, values as reproduced in IS 732:2019 Table 23"
Al,PVC,D1,3,6,30,"IEC 60364-5-52:2009 Table B.52.4, method D1, values as reproduced in IS 732:2019 Table 23"
Al,PVC,A1,3,10,32,"IEC 60364-5-52:2009 Table B.52.4, method A1, values as reproduced in IS 732:2019 Table 23"
Al,PVC,A2,3,10,31,"IEC 60364-5-52:2009 Table B.52.4, method A2, values as reproduced in IS 732:2019 Table 23"
Al,PVC,B1,3,10,39,"IEC 60364-5-52:2009 Table B.52.4, method B1, values as reproduced in IS 732:2019 Table 23"
Al,PVC,B2,3,10,36,"IEC 60364-5-52:2009 Table B.52.4, method B2, values as reproduced in IS 732:2019 Table 23"
Al,PVC,C,3,10,44,"IEC 60364-5-52:2009 Table B.52.4, method C, values as reproduced in IS 732:2019 Table 23"
Al,PVC,D1,3,10,39,"IEC 60364-5-52:2009 Table B.52.4, method D1, values as reproduced in IS 732:2019 Table 23"
Al,PVC,A1,3,16,43,"IEC 60364-5-52:2009 Table B.52.4, method A1, values as reproduced in IS 732:2019 Table 23"
Al,PVC,A2,3,16,41,"IEC 60364-5-52:2009 Table B.52.4, method A2, values as reproduced in IS 732:2019 Table 23"
Al,PVC,B1,3,16,53,"IEC 60364-5-52:2009 Table B.52.4, method B1, values as reproduced in IS 732:2019 Table 23"
Al,PVC,B2,3,16,48,"IEC 60364-5-52:2009 Table B.52.4, method B2, values as reproduced in IS 732:2019 Table 23"
Al,PVC,C,3,16,59,"IEC 60364-5-52:2009 Table B.52.4, method C, values as reproduced in IS 732:2019 Table 23"
Al,PVC,D1,3,16,50,"IEC 60364-5-52:2009 Table B.52.4, method D1, values as reproduced in IS 732:2019 Table 23"
Al,PVC,D2,3,16,53,"IEC 60364-5-52:2009 Table B.52.4, method D2, values as reproduced in IS 732:2019 Table 23"
