conductor,insulation,method,cores,size_mm2,amps,source
Al,XLPE,A2,3,25,71,"IEC 60364-5-52:2009 Table B.52.5, method A2, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,B1,3,25,93,"IEC 60364-5-52:2009 Table B.52.5, method B1, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,B2,3,25,84,"IEC 60364-5-52:2009 Table B.52.5, method B2, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,C,3,25,90,"IEC 60364-5-52:2009 Table B.52.5, method C, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,D1,3,25,75,"IEC 60364-5-52:2009 Table B.52.5, method D1, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,D2,3,25,82,"IEC 60364-5-52:2009 Table B.52.5, method D2, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,A1,3,35,94,"IEC 60364-5-52:2009 Table B.52.5, method A1, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,A2,3,35,87,"IEC 60364-5-52:2009 Table B.52.5, method A2, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,B1,3,35,116,"IEC 60364-5-52:2009 Table B.52.5, method B1, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,B2,3,35,103,"IEC 60364-5-52:2009 Table B.52.5, method B2, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,C,3,35,112,"IEC 60364-5-52:2009 Table B.52.5, method C, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,D1,3,35,90,"IEC 60364-5-52:2009 Table B.52.5, method D1, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,D2,3,35,98,"IEC 60364-5-52:2009 Table B.52.5, method D2, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,A1,3,50,113,"IEC 60364-5-52:2009 Table B.52.5, method A1, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,A2,3,50,104,"IEC 60364-5-52:2009 Table B.52.5, method A2, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,B1,3,50,140,"IEC 60364-5-52:2009 Table B.52.5, method B1, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,B2,3,50,124,"IEC 60364-5-52:2009 Table B.52.5, method B2, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,C,3,50,136,"IEC 60364-5-52:2009 Table B.52.5, method C, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,D1,3,50,106,"IEC 60364-5-52:2009 Table B.52.5, method D1, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,D2,3,50,117,"IEC 60364-5-52:2009 Table B.52.5, method D2, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,A1,3,70,142,"IEC 60364-5-52:2009 Table B.52.5, method A1, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,A2,3,70,131,"IEC 60364-5-52:2009 Table B.52.5, method A2, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,B1,3,70,179,"IEC 60364-5-52:2009 Table B.52.5, method B1, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,B2,3,70,156,"IEC 60364-5-52:2009 Table B.52.5, method B2, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,C,3,70,174,"IEC 60364-5-52:2009 Table B.52.5, method C, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,D1,3,70,130,"IEC 60364-5-52:2009 Table B.52.5, method D1, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,D2,3,70,144,"IEC 60364-5-52:2009 Table B.52.5, method D2, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,A1,3,95,171,"IEC 60364-5-52:2009 Table B.52.5, method A1, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,A2,3,95,157,"IEC 60364-5-52:2009 Table B.52.5, method A2, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,B1,3,95,217,"IEC 60364-5-52:2009 Table B.52.5, method B1, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,B2,3,95,188,"IEC 60364-5-52:2009 Table B.52.5, method B2, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,C,3,95,211,"IEC 60364-5-52:2009 Table B.52.5, method C, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,D1,3,95,154,"IEC 60364-5-52:2009 Table B.52.5, method D1, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,D2,3,95,172,"IEC 60364-5-52:2009 Table B.52.5, method D2, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,A1,3,120,197,"IEC 60364-5-52:2009 Table B.52.5, method A1, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,A2,3,120,180,"IEC 60364-5-52:2009 Table B.52.5, method A2, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,B1,3,120,251,"IEC 60364-5-52:2009 Table B.52.5, method B1, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,B2,3,120,216,"IEC 60364-5-52:2009 Table B.52.5, method B2, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,C,3,120,245,"IEC 60364-5-52:2009 Table B.52.5, method C, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,D1,3,120,174,"IEC 60364-5-52:2009 Table B.52.5, method D1, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,D2,3,120,197,"IEC 60364-5-52:2009 Table B.52.5, method D2, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,A1,3,150,226,"IEC 60364-5-52:2009 Table B.52.5, method A1, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,A2,3,150,206,"IEC 60364-5-52:2009 Table B.52.5, method A2, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,B1,3,150,267,"IEC 60364-5-52:2009 Table B.52.5, method B1, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,B2,3,150,240,"IEC 60364-5-52:2009 Table B.52.5, method B2, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,C,3,150,283,"IEC 60364-5-52:2009 Table B.52.5, method C, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,D1,3,150,197,"IEC 60364-5-52:2009 Table B.52.5, method D1, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,D2,3,150,220,"IEC 60364-5-52:2009 Table B.52.5, method D2, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,A1,3,185,256,"IEC 60364-5-52:2009 Table B.52.5, method A1, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,A2,3,185,233,"IEC 60364-5-52:2009 Table B.52.5, method A2, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,B1,3,185,300,"IEC 60364-5-52:2009 Table B.52.5, method B1, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,B2,3,185,272,"IEC 60364-5-52:2009 Table B.52.5, method B2, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,C,3,185,323,"IEC 60364-5-52:2009 Table B.52.5, method C, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,D1,3,185,220,"IEC 60364-5-52:2009 Table B.52.5, method D1, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,D2,3,185,250,"IEC 60364-5-52:2009 Table B.52.5, method D2, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,A1,3,240,300,"IEC 60364-5-52:2009 Table B.52.5, method A1, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,A2,3,240,273,"IEC 60364-5-52:2009 Table B.52.5, method A2, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,B1,3,240,351,"IEC 60364-5-52:2009 Table B.52.5, method B1, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,B2,3,240,318,"IEC 60364-5-52:2009 Table B.52.5, method B2, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,C,3,240,382,"IEC 60364-5-52:2009 Table B.52.5, method C, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,D1,3,240,253,"IEC 60364-5-52:2009 Table B.52.5, method D1, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,D2,3,240,290,"IEC 60364-5-52:2009 Table B.52.5, method D2, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,A1,3,300,344,"IEC 60364-5-52:2009 Table B.52.5, method A1, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,A2,3,300,313,"IEC 60364-5-52:2009 Table B.52.5, method A2, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,B1,3,300,402,"IEC 60364-5-52:2009 Table B.52.5, method B1, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,B2,3,300,364,"IEC 60364-5-52:2009 Table B.52.5, method B2, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,C,3,300,440,"IEC 60364-5-52:2009 Table B.52.5, method C, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,D1,3,300,286,"IEC 60364-5-52:2009 Table B.52.5, method D1, values as reproduced in IS 732:2019 Table 24"
Al,XLPE,D2,3,300,326,"IEC 60364-5-52:2009 Table B.52.5, method D2, values as reproduced in IS 732:2019 Table 24"
Cu,PVC,E,2,1.5,22,"IEC 60364-5-52:2009 Table B.52.10, method E, multi-core, 2 loaded conductors, values as reproduced in IS 732:2019 Table 29; IEC table number by the consistent IS-to-IEC numbering"
Cu,PVC,E,3,1.5,18.5,"IEC 60364-5-52:2009 Table B.52.10, method E, multi-core, 3 loaded conductors, values as reproduced in IS 732:2019 Table 29; IEC table number by the consistent IS-to-IEC numbering"
Cu,PVC,E,2,2.5,30,"IEC 60364-5-52:2009 Table B.52.10, method E, multi-core, 2 loaded conductors, values as reproduced in IS 732:2019 Table 29; IEC table number by the consistent IS-to-IEC numbering"
Cu,PVC,E,3,2.5,25,"IEC 60364-5-52:2009 Table B.52.10, method E, multi-core, 3 loaded conductors, values as reproduced in IS 732:2019 Table 29; IEC table number by the consistent IS-to-IEC numbering"
Cu,PVC,E,2,4,40,"IEC 60364-5-52:2009 Table B.52.10, method E, multi-core, 2 loaded conductors, values as reproduced in IS 732:2019 Table 29; IEC table number by the consistent IS-to-IEC numbering"
Cu,PVC,E,3,4,34,"IEC 60364-5-52:2009 Table B.52.10, method E, multi-core, 3 loaded conductors, values as reproduced in IS 732:2019 Table 29; IEC table number by the consistent IS-to-IEC numbering"
Cu,PVC,E,2,6,51,"IEC 60364-5-52:2009 Table B.52.10, method E, multi-core, 2 loaded conductors, values as reproduced in IS 732:2019 Table 29; IEC table number by the consistent IS-to-IEC numbering"
Cu,PVC,E,3,6,43,"IEC 60364-5-52:2009 Table B.52.10, method E, multi-core, 3 loaded conductors, values as reproduced in IS 732:2019 Table 29; IEC table number by the consistent IS-to-IEC numbering"
Cu,PVC,E,2,10,70,"IEC 60364-5-52:2009 Table B.52.10, method E, multi-core, 2 loaded conductors, values as reproduced in IS 732:2019 Table 29; IEC table number by the consistent IS-to-IEC numbering"
Cu,PVC,E,3,10,60,"IEC 60364-5-52:2009 Table B.52.10, method E, multi-core, 3 loaded conductors, values as reproduced in IS 732:2019 Table 29; IEC table number by the consistent IS-to-IEC numbering"
Cu,PVC,E,2,16,94,"IEC 60364-5-52:2009 Table B.52.10, method E, multi-core, 2 loaded conductors, values as reproduced in IS 732:2019 Table 29; IEC table number by the consistent IS-to-IEC numbering"
Cu,PVC,E,3,16,80,"IEC 60364-5-52:2009 Table B.52.10, method E, multi-core, 3 loaded conductors, values as reproduced in IS 732:2019 Table 29; IEC table number by the consistent IS-to-IEC numbering"
Cu,PVC,E,2,25,119,"IEC 60364-5-52:2009 Table B.52.10, method E, multi-core, 2 loaded conductors, values as reproduced in IS 732:2019 Table 29; IEC table number by the consistent IS-to-IEC numbering"
Cu,PVC,E,3,25,101,"IEC 60364-5-52:2009 Table B.52.10, method E, multi-core, 3 loaded conductors, values as reproduced in IS 732:2019 Table 29; IEC table number by the consistent IS-to-IEC numbering"
Cu,PVC,E,2,35,148,"IEC 60364-5-52:2009 Table B.52.10, method E, multi-core, 2 loaded conductors, values as reproduced in IS 732:2019 Table 29; IEC table number by the consistent IS-to-IEC numbering"
Cu,PVC,E,3,35,126,"IEC 60364-5-52:2009 Table B.52.10, method E, multi-core, 3 loaded conductors, values as reproduced in IS 732:2019 Table 29; IEC table number by the consistent IS-to-IEC numbering"
Cu,PVC,E,2,50,180,"IEC 60364-5-52:2009 Table B.52.10, method E, multi-core, 2 loaded conductors, values as reproduced in IS 732:2019 Table 29; IEC table number by the consistent IS-to-IEC numbering"
Cu,PVC,E,3,50,153,"IEC 60364-5-52:2009 Table B.52.10, method E, multi-core, 3 loaded conductors, values as reproduced in IS 732:2019 Table 29; IEC table number by the consistent IS-to-IEC numbering"
Cu,PVC,E,2,70,232,"IEC 60364-5-52:2009 Table B.52.10, method E, multi-core, 2 loaded conductors, values as reproduced in IS 732:2019 Table 29; IEC table number by the consistent IS-to-IEC numbering"
Cu,PVC,E,3,70,196,"IEC 60364-5-52:2009 Table B.52.10, method E, multi-core, 3 loaded conductors, values as reproduced in IS 732:2019 Table 29; IEC table number by the consistent IS-to-IEC numbering"
Cu,PVC,E,2,95,282,"IEC 60364-5-52:2009 Table B.52.10, method E, multi-core, 2 loaded conductors, values as reproduced in IS 732:2019 Table 29; IEC table number by the consistent IS-to-IEC numbering"
Cu,PVC,E,3,95,238,"IEC 60364-5-52:2009 Table B.52.10, method E, multi-core, 3 loaded conductors, values as reproduced in IS 732:2019 Table 29; IEC table number by the consistent IS-to-IEC numbering"
Cu,PVC,E,2,120,328,"IEC 60364-5-52:2009 Table B.52.10, method E, multi-core, 2 loaded conductors, values as reproduced in IS 732:2019 Table 29; IEC table number by the consistent IS-to-IEC numbering"
Cu,PVC,E,3,120,276,"IEC 60364-5-52:2009 Table B.52.10, method E, multi-core, 3 loaded conductors, values as reproduced in IS 732:2019 Table 29; IEC table number by the consistent IS-to-IEC numbering"
Cu,PVC,E,2,150,379,"IEC 60364-5-52:2009 Table B.52.10, method E, multi-core, 2 loaded conductors, values as reproduced in IS 732:2019 Table 29; IEC table number by the consistent IS-to-IEC numbering"
Cu,PVC,E,3,150,319,"IEC 60364-5-52:2009 Table B.52.10, method E, multi-core, 3 loaded conductors, values as reproduced in IS 732:2019 Table 29; IEC table number by the consistent IS-to-IEC numbering"
Cu,PVC,E,2,185,434,"IEC 60364-5-52:2009 Table B.52.10, method E, multi-core, 2 loaded conductors, values as reproduced in IS 732:2019 Table 29; IEC table number by the consistent IS-to-IEC numbering"
Cu,PVC,E,3,185,364,"IEC 60364-5-52:2009 Table B.52.10, method E, multi-core, 3 loaded conductors, values as reproduced in IS 732:2019 Table 29; IEC table number by the consistent IS-to-IEC numbering"
Cu,PVC,E,2,240,514,"IEC 60364-5-52:2009 Table B.52.10, method E, multi-core, 2 loaded conductors, values as reproduced in IS 732:2019 Table 29; IEC table number by the consistent IS-to-IEC numbering"
Cu,PVC,E,3,240,430,"IEC 60364-5-52:2009 Table B.52.10, method E, multi-core, 3 loaded conductors, values as reproduced in IS 732:2019 Table 29; IEC table number by the consistent IS-to-IEC numbering"
Cu,PVC,E,2,300,593,"IEC 60364-5-52:2009 Table B.52.10, method E, multi-core, 2 loaded conductors, values as reproduced in IS 732:2019 Table 29; IEC table number by the consistent IS-to-IEC numbering"
Cu,PVC,E,3,300,497,"IEC 60364-5-52:2009 Table B.52.10, method E, multi-core, 3 loaded conductors, values as reproduced in IS 732:2019 Table 29; IEC table number by the consistent IS-to-IEC numbering"
Al,PVC,E,2,2.5,23,"IEC 60364-5-52:2009 Table B.52.11, method E, multi-core, 2 loaded conductors, values as reproduced in IS 732:2019 Table 30; IEC table number by the consistent IS-to-IEC numbering"
Al,PVC,E,3,2.5,19.5,"IEC 60364-5-52:2009 Table B.52.11, method E, multi-core, 3 loaded conductors, values as reproduced in IS 732:2019 Table 30; IEC table number by the consistent IS-to-IEC numbering"
Al,PVC,E,2,4,31,"IEC 60364-5-52:2009 Table B.52.11, method E, multi-core, 2 loaded conductors, values as reproduced in IS 732:2019 Table 30; IEC table number by the consistent IS-to-IEC numbering"
Al,PVC,E,3,4,26,"IEC 60364-5-52:2009 Table B.52.11, method E, multi-core, 3 loaded conductors, values as reproduced in IS 732:2019 Table 30; IEC table number by the consistent IS-to-IEC numbering"
Al,PVC,E,2,6,39,"IEC 60364-5-52:2009 Table B.52.11, method E, multi-core, 2 loaded conductors, values as reproduced in IS 732:2019 Table 30; IEC table number by the consistent IS-to-IEC numbering"
Al,PVC,E,3,6,33,"IEC 60364-5-52:2009 Table B.52.11, method E, multi-core, 3 loaded conductors, values as reproduced in IS 732:2019 Table 30; IEC table number by the consistent IS-to-IEC numbering"
Al,PVC,E,2,10,54,"IEC 60364-5-52:2009 Table B.52.11, method E, multi-core, 2 loaded conductors, values as reproduced in IS 732:2019 Table 30; IEC table number by the consistent IS-to-IEC numbering"
Al,PVC,E,3,10,46,"IEC 60364-5-52:2009 Table B.52.11, method E, multi-core, 3 loaded conductors, values as reproduced in IS 732:2019 Table 30; IEC table number by the consistent IS-to-IEC numbering"
Al,PVC,E,2,16,73,"IEC 60364-5-52:2009 Table B.52.11, method E, multi-core, 2 loaded conductors, values as reproduced in IS 732:2019 Table 30; IEC table number by the consistent IS-to-IEC numbering"
Al,PVC,E,3,16,61,"IEC 60364-5-52:2009 Table B.52.11, method E, multi-core, 3 loaded conductors, values as reproduced in IS 732:2019 Table 30; IEC table number by the consistent IS-to-IEC numbering"
Al,PVC,E,2,25,89,"IEC 60364-5-52:2009 Table B.52.11, method E, multi-core, 2 loaded conductors, values as reproduced in IS 732:2019 Table 30; IEC table number by the consistent IS-to-IEC numbering"
Al,PVC,E,3,25,78,"IEC 60364-5-52:2009 Table B.52.11, method E, multi-core, 3 loaded conductors, values as reproduced in IS 732:2019 Table 30; IEC table number by the consistent IS-to-IEC numbering"
Al,PVC,E,2,35,111,"IEC 60364-5-52:2009 Table B.52.11, method E, multi-core, 2 loaded conductors, values as reproduced in IS 732:2019 Table 30; IEC table number by the consistent IS-to-IEC numbering"
Al,PVC,E,3,35,96,"IEC 60364-5-52:2009 Table B.52.11, method E, multi-core, 3 loaded conductors, values as reproduced in IS 732:2019 Table 30; IEC table number by the consistent IS-to-IEC numbering"
Al,PVC,E,2,50,135,"IEC 60364-5-52:2009 Table B.52.11, method E, multi-core, 2 loaded conductors, values as reproduced in IS 732:2019 Table 30; IEC table number by the consistent IS-to-IEC numbering"
Al,PVC,E,3,50,117,"IEC 60364-5-52:2009 Table B.52.11, method E, multi-core, 3 loaded conductors, values as reproduced in IS 732:2019 Table 30; IEC table number by the consistent IS-to-IEC numbering"
Al,PVC,E,2,70,173,"IEC 60364-5-52:2009 Table B.52.11, method E, multi-core, 2 loaded conductors, values as reproduced in IS 732:2019 Table 30; IEC table number by the consistent IS-to-IEC numbering"
Al,PVC,E,3,70,150,"IEC 60364-5-52:2009 Table B.52.11, method E, multi-core, 3 loaded conductors, values as reproduced in IS 732:2019 Table 30; IEC table number by the consistent IS-to-IEC numbering"
Al,PVC,E,2,95,210,"IEC 60364-5-52:2009 Table B.52.11, method E, multi-core, 2 loaded conductors, values as reproduced in IS 732:2019 Table 30; IEC table number by the consistent IS-to-IEC numbering"
Al,PVC,E,3,95,183,"IEC 60364-5-52:2009 Table B.52.11, method E, multi-core, 3 loaded conductors, values as reproduced in IS 732:2019 Table 30; IEC table number by the consistent IS-to-IEC numbering"
Al,PVC,E,2,120,244,"IEC 60364-5-52:2009 Table B.52.11, method E, multi-core, 2 loaded conductors, values as reproduced in IS 732:2019 Table 30; IEC table number by the consistent IS-to-IEC numbering"
Al,PVC,E,3,120,212,"IEC 60364-5-52:2009 Table B.52.11, method E, multi-core, 3 loaded conductors, values as reproduced in IS 732:2019 Table 30; IEC table number by the consistent IS-to-IEC numbering"
Al,PVC,E,2,150,282,"IEC 60364-5-52:2009 Table B.52.11, method E, multi-core, 2 loaded conductors, values as reproduced in IS 732:2019 Table 30; IEC table number by the consistent IS-to-IEC numbering"
Al,PVC,E,3,150,245,"IEC 60364-5-52:2009 Table B.52.11, method E, multi-core, 3 loaded conductors, values as reproduced in IS 732:2019 Table 30; IEC table number by the consistent IS-to-IEC numbering"
Al,PVC,E,2,185,322,"IEC 60364-5-52:2009 Table B.52.11, method E, multi-core, 2 loaded conductors, values as reproduced in IS 732:2019 Table 30; IEC table number by the consistent IS-to-IEC numbering"
Al,PVC,E,3,185,280,"IEC 60364-5-52:2009 Table B.52.11, method E, multi-core, 3 loaded conductors, values as reproduced in IS 732:2019 Table 30; IEC table number by the consistent IS-to-IEC numbering"
Al,PVC,E,2,240,380,"IEC 60364-5-52:2009 Table B.52.11, method E, multi-core, 2 loaded conductors, values as reproduced in IS 732:2019 Table 30; IEC table number by the consistent IS-to-IEC numbering"
Al,PVC,E,3,240,330,"IEC 60364-5-52:2009 Table B.52.11, method E, multi-core, 3 loaded conductors, values as reproduced in IS 732:2019 Table 30; IEC table number by the consistent IS-to-IEC numbering"
Al,PVC,E,2,300,439,"IEC 60364-5-52:2009 Table B.52.11, method E, multi-core, 2 loaded conductors, values as reproduced in IS 732:2019 Table 30; IEC table number by the consistent IS-to-IEC numbering"
Al,PVC,E,3,300,381,"IEC 60364-5-52:2009 Table B.52.11, method E, multi-core, 3 loaded conductors, values as reproduced in IS 732:2019 Table 30; IEC table number by the consistent IS-to-IEC numbering"
Cu,XLPE,E,2,1.5,26,"IEC 60364-5-52:2009 Table B.52.12, method E, multi-core, 2 loaded conductors, values as reproduced in IS 732:2019 Table 31"
Cu,XLPE,E,3,1.5,23,"IEC 60364-5-52:2009 Table B.52.12, method E, multi-core, 3 loaded conductors, values as reproduced in IS 732:2019 Table 31"
Cu,XLPE,E,2,2.5,36,"IEC 60364-5-52:2009 Table B.52.12, method E, multi-core, 2 loaded conductors, values as reproduced in IS 732:2019 Table 31"
Cu,XLPE,E,3,2.5,32,"IEC 60364-5-52:2009 Table B.52.12, method E, multi-core, 3 loaded conductors, values as reproduced in IS 732:2019 Table 31"
Cu,XLPE,E,2,4,49,"IEC 60364-5-52:2009 Table B.52.12, method E, multi-core, 2 loaded conductors, values as reproduced in IS 732:2019 Table 31"
Cu,XLPE,E,3,4,42,"IEC 60364-5-52:2009 Table B.52.12, method E, multi-core, 3 loaded conductors, values as reproduced in IS 732:2019 Table 31"
Cu,XLPE,E,2,6,63,"IEC 60364-5-52:2009 Table B.52.12, method E, multi-core, 2 loaded conductors, values as reproduced in IS 732:2019 Table 31"
Cu,XLPE,E,3,6,54,"IEC 60364-5-52:2009 Table B.52.12, method E, multi-core, 3 loaded conductors, values as reproduced in IS 732:2019 Table 31"
Cu,XLPE,E,2,10,86,"IEC 60364-5-52:2009 Table B.52.12, method E, multi-core, 2 loaded conductors, values as reproduced in IS 732:2019 Table 31"
Cu,XLPE,E,3,10,75,"IEC 60364-5-52:2009 Table B.52.12, method E, multi-core, 3 loaded conductors, values as reproduced in IS 732:2019 Table 31"
Cu,XLPE,E,2,16,115,"IEC 60364-5-52:2009 Table B.52.12, method E, multi-core, 2 loaded conductors, values as reproduced in IS 732:2019 Table 31"
Cu,XLPE,E,3,16,100,"IEC 60364-5-52:2009 Table B.52.12, method E, multi-core, 3 loaded conductors, values as reproduced in IS 732:2019 Table 31"
Cu,XLPE,E,2,25,149,"IEC 60364-5-52:2009 Table B.52.12, method E, multi-core, 2 loaded conductors, values as reproduced in IS 732:2019 Table 31"
Cu,XLPE,E,3,25,127,"IEC 60364-5-52:2009 Table B.52.12, method E, multi-core, 3 loaded conductors, values as reproduced in IS 732:2019 Table 31"
Cu,XLPE,E,2,35,185,"IEC 60364-5-52:2009 Table B.52.12, method E, multi-core, 2 loaded conductors, values as reproduced in IS 732:2019 Table 31"
Cu,XLPE,E,3,35,158,"IEC 60364-5-52:2009 Table B.52.12, method E, multi-core, 3 loaded conductors, values as reproduced in IS 732:2019 Table 31"
Cu,XLPE,E,2,50,225,"IEC 60364-5-52:2009 Table B.52.12, method E, multi-core, 2 loaded conductors, values as reproduced in IS 732:2019 Table 31"
Cu,XLPE,E,3,50,192,"IEC 60364-5-52:2009 Table B.52.12, method E, multi-core, 3 loaded conductors, values as reproduced in IS 732:2019 Table 31"
Cu,XLPE,E,2,70,289,"IEC 60364-5-52:2009 Table B.52.12, method E, multi-core, 2 loaded conductors, values as reproduced in IS 732:2019 Table 31"
Cu,XLPE,E,3,70,246,"IEC 60364-5-52:2009 Table B.52.12, method E, multi-core, 3 loaded conductors, values as reproduced in IS 732:2019 Table 31"
Cu,XLPE,E,2,95,352,"IEC 60364-5-52:2009 Table B.52.12, method E, multi-core, 2 loaded conductors, values as reproduced in IS 732:2019 Table 31"
Cu,XLPE,E,3,95,298,"IEC 60364-5-52:2009 Table B.52.12, method E, multi-core, 3 loaded conductors, values as reproduced in IS 732:2019 Table 31"
Cu,XLPE,E,2,120,410,"IEC 60364-5-52:2009 Table B.52.12, method E, multi-core, 2 loaded conductors, values as reproduced in IS 732:2019 Table 31"
Cu,XLPE,E,3,120,346,"IEC 60364-5-52:2009 Table B.52.12, method E, multi-core, 3 loaded conductors, values as reproduced in IS 732:2019 Table 31"
Cu,XLPE,E,2,150,473,"IEC 60364-5-52:2009 Table B.52.12, method E, multi-core, 2 loaded conductors, values as reproduced in IS 732:2019 Table 31"
Cu,XLPE,E,3,150,399,"IEC 60364-5-52:2009 Table B.52.12, method E, multi-core, 3 loaded conductors, values as reproduced in IS 732:2019 Table 31"
Cu,XLPE,E,2,185,542,"IEC 60364-5-52:2009 Table B.52.12, method E, multi-core, 2 loaded conductors, values as reproduced in IS 732:2019 Table 31"
Cu,XLPE,E,3,185,456,"IEC 60364-5-52:2009 Table B.52.12, method E, multi-core, 3 loaded conductors, values as reproduced in IS 732:2019 Table 31"
Cu,XLPE,E,2,240,641,"IEC 60364-5-52:2009 Table B.52.12, method E, multi-core, 2 loaded conductors, values as reproduced in IS 732:2019 Table 31"
Cu,XLPE,E,3,240,538,"IEC 60364-5-52:2009 Table B.52.12, method E, multi-core, 3 loaded conductors, values as reproduced in IS 732:2019 Table 31"
Cu,XLPE,E,2,300,741,"IEC 60364-5-52:2009 Table B.52.12, method E, multi-core, 2 loaded conductors, values as reproduced in IS 732:2019 Table 31"
Cu,XLPE,E,3,300,621,"IEC 60364-5-52:2009 Table B.52.12, method E, multi-core, 3 loaded conductors, values as reproduced in IS 732:2019 Table 31"
Al,XLPE,E,2,2.5,28,"IEC 60364-5-52:2009 Table B.52.13, method E, multi-core, 2 loaded conductors, values as reproduced in IS 732:2019 Table 32"
Al,XLPE,E,3,2.5,24,"IEC 60364-5-52:2009 Table B.52.13, method E, multi-core, 3 loaded conductors, values as reproduced in IS 732:2019 Table 32"
Al,XLPE,E,2,4,38,"IEC 60364-5-52:2009 Table B.52.13, method E, multi-core, 2 loaded conductors, values as reproduced in IS 732:2019 Table 32"
Al,XLPE,E,3,4,32,"IEC 60364-5-52:2009 Table B.52.13, method E, multi-core, 3 loaded conductors, values as reproduced in IS 732:2019 Table 32"
Al,XLPE,E,2,6,49,"IEC 60364-5-52:2009 Table B.52.13, method E, multi-core, 2 loaded conductors, values as reproduced in IS 732:2019 Table 32"
Al,XLPE,E,3,6,42,"IEC 60364-5-52:2009 Table B.52.13, method E, multi-core, 3 loaded conductors, values as reproduced in IS 732:2019 Table 32"
Al,XLPE,E,2,10,67,"IEC 60364-5-52:2009 Table B.52.13, method E, multi-core, 2 loaded conductors, values as reproduced in IS 732:2019 Table 32"
Al,XLPE,E,3,10,58,"IEC 60364-5-52:2009 Table B.52.13, method E, multi-core, 3 loaded conductors, values as reproduced in IS 732:2019 Table 32"
Al,XLPE,E,2,16,91,"IEC 60364-5-52:2009 Table B.52.13, method E, multi-core, 2 loaded conductors, values as reproduced in IS 732:2019 Table 32"
Al,XLPE,E,3,16,77,"IEC 60364-5-52:2009 Table B.52.13, method E, multi-core, 3 loaded conductors, values as reproduced in IS 732:2019 Table 32"
